Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,6.51,8.02,6.18,4.87,0.92,7.76,0.0,0.24,4.59,15.0
Feb,0.0,5.87,23.4,0.0,6.28,4.76,6.67,6.71,1.77,2.0
Mar,0.06,0.06,13.81,3.2,0.0,0.0,2.77,0.0,8.53,3.7
Apr,0.57,2.07,21.29,11.86,7.92,0.0,22.78,7.17,0.0,9.3
May,4.37,8.86,20.33,2.9,8.16,9.24,0.0,6.48,16.99,11.6
Jun,20.15,27.14,35.59,122.05,100.05,7.4,121.11,102.02,27.24,37.1
Jul,63.85,80.16,37.28,96.26,90.68,26.31,101.3,84.32,60.35,93.3
Aug,63.05,62.46,22.91,116.43,102.86,79.46,104.03,137.61,90.54,25.5
Sep,39.16,46.32,33.83,69.0,56.91,45.93,75.53,61.54,43.49,74.0
Oct,1.62,6.05,3.66,4.37,14.73,22.21,3.99,55.39,11.53,0.0
Nov,0.07,2.36,0.0,0.1,8.36,0.0,0.0,37.05,15.99,0.0
Dec,2.74,5.38,3.39,0.1,2.8,0.0,3.1,3.7,0.0,0.0
