Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.1,0.92,0.0,0.1,0.91,2.55,0.02,0.0,0.43,0.04,0.0,0.0,0.0
Feb,0.1,0.86,0.0,0.09,0.15,0.0,0.0,0.0,10.73,0.0,0.0,4.83,0.0
Mar,0.1,2.64,0.53,0.13,0.52,1.8,1.61,1.51,0.0,1.81,1.51,5.72,0.0
Apr,0.1,0.97,0.0,0.1,3.7,0.0,11.08,7.28,0.0,11.96,10.77,5.84,0.0
May,0.37,4.08,1.1,0.72,6.08,10.89,0.95,4.39,3.83,0.4,9.33,0.0,0.0
Jun,84.87,89.06,56.2,91.35,98.08,71.14,13.95,28.51,32.98,13.09,25.13,43.4,13.1
Jul,144.51,213.23,395.76,213.08,197.71,390.86,59.66,162.95,360.25,35.02,0.0,321.75,128.1
Aug,114.24,149.87,73.32,121.46,160.61,94.16,217.25,349.1,112.99,216.33,343.48,118.7,128.4
Sep,60.1,116.96,28.44,69.4,129.49,34.47,63.36,136.19,63.06,67.72,9.59,69.94,16.3
Oct,3.19,13.56,0.0,1.74,16.83,0.0,6.03,30.33,14.39,7.82,37.17,0.0,0.0
Nov,0.38,8.81,0.0,0.39,8.73,9.5,0.0,0.0,14.18,0.0,0.0,3.89,0.0
Dec,0.14,0.51,0.0,0.08,0.51,1.3,0.1,0.0,0.0,0.03,15.63,1.04,0.0
