Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,4.39,7.5,4.74,3.64,8.35,0.0,1.0,5.45,0.43,2.72,3.96,0.0,0.0
Feb,1.16,8.6,0.02,0.76,8.23,0.48,0.0,0.91,4.98,0.0,0.93,1.35,26.8
Mar,4.56,14.37,6.39,1.28,12.37,16.52,0.0,1.55,13.94,0.0,0.2,0.0,14.0
Apr,37.52,52.68,15.64,9.19,34.3,37.66,21.02,47.57,22.94,20.64,21.75,21.17,13.6
May,94.96,88.31,80.09,100.3,78.93,82.4,82.69,102.45,79.44,80.76,98.38,78.25,155.8
Jun,60.3,67.47,17.93,56.32,54.9,37.96,59.75,53.3,31.42,59.31,53.88,37.27,33.2
Jul,65.4,84.1,34.15,65.05,68.08,50.78,16.53,57.44,43.44,16.26,103.88,47.96,41.5
Aug,101.61,96.02,91.36,105.1,103.77,92.99,76.71,91.41,98.14,81.04,94.75,101.61,61.1
Sep,86.01,95.61,151.28,76.0,127.48,139.02,44.38,95.84,115.09,37.19,45.45,111.5,120.9
Oct,183.03,173.89,130.26,179.27,184.22,130.08,117.24,105.97,116.89,112.46,98.4,114.4,106.5
Nov,83.66,107.49,30.82,84.11,108.19,37.9,72.79,103.5,74.71,72.22,69.54,75.4,63.7
Dec,21.09,40.51,28.38,20.82,40.19,37.95,0.0,27.78,22.54,0.0,28.37,26.15,12.4
