Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.0,4.37,0.0,0.64,0.0,8.33,2.21,0.0,5.01,0.0
Feb,0.0,4.53,10.75,1.15,0.0,0.0,0.0,3.84,3.57,8.1
Mar,12.18,20.5,8.86,14.1,6.04,4.84,18.52,23.44,8.17,40.9
Apr,49.03,55.39,14.4,37.4,65.85,45.43,90.03,89.07,55.69,53.1
May,158.21,181.43,40.49,114.02,107.01,83.86,100.16,134.77,94.09,227.2
Jun,192.71,450.55,131.85,155.7,104.66,93.07,81.31,144.79,99.16,246.9
Jul,414.86,884.75,174.64,135.59,139.95,145.7,130.42,263.52,148.4,177.0
Aug,168.82,628.72,111.36,107.11,112.53,120.44,136.11,30.28,116.47,139.4
Sep,238.02,196.35,56.07,75.18,109.78,154.83,140.49,119.17,158.35,164.5
Oct,158.14,170.52,30.31,0.0,22.78,79.72,64.28,12.93,76.97,109.0
Nov,13.6,78.42,20.71,17.04,34.88,57.63,14.45,27.28,61.09,21.8
Dec,13.31,12.55,6.11,4.08,12.2,4.51,7.0,13.32,8.69,0.9
