Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,22.27,19.65,0.0,0.0,10.24,11.61,4.11,13.93,13.36,5.0
Feb,37.33,40.57,0.0,5.31,7.58,8.46,6.67,12.11,13.97,1.0
Mar,76.12,117.79,12.59,10.5,13.26,28.89,36.44,90.03,25.67,0.0
Apr,361.15,232.13,32.54,63.74,45.34,33.6,68.05,342.37,28.0,
May,122.01,350.19,64.4,19.1,60.6,58.71,20.59,44.28,59.86,
Jun,319.62,545.69,95.85,228.0,202.51,197.25,228.01,358.35,197.0,188.5
Jul,399.06,439.5,86.1,10000.0,123.37,214.53,10000.0,125.63,215.54,600.8
Aug,31.63,409.13,67.88,10000.0,66.75,113.76,10000.0,75.64,113.79,304.8
Sep,216.85,309.31,41.9,165.39,170.0,194.83,184.52,0.0,197.51,175.0
Oct,77.91,206.82,40.32,129.21,141.85,128.06,124.49,99.53,129.69,15.8
Nov,0.0,58.48,7.06,52.43,23.42,40.91,28.03,4.76,43.04,6.7
Dec,7.87,17.26,0.0,20.1,24.78,12.67,19.56,24.9,17.24,33.8
