Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,16.75,6.06,14.54,4.77,0.0,0.0,3.77,0.39,1.3,0.0
Feb,5.8,9.57,24.08,70.96,4.68,24.76,10.42,0.0,15.66,0.4
Mar,5.34,0.54,5.92,12.01,11.38,15.83,9.81,12.85,7.28,0.4
Apr,26.59,16.76,0.0,62.11,32.98,15.11,59.01,54.5,20.06,44.2
May,169.17,82.86,47.72,0.0,109.17,80.83,79.8,269.63,104.28,95.9
Jun,244.99,131.52,54.54,77.81,144.18,140.72,140.59,225.08,158.08,424.6
Jul,399.93,390.93,109.08,510.61,476.87,330.61,482.53,564.63,351.73,460.6
Aug,349.13,334.35,80.74,351.6,369.29,307.65,344.17,370.49,327.01,257.9
Sep,209.99,202.99,97.46,207.6,229.36,206.27,209.92,227.57,220.23,181.3
Oct,120.15,121.88,38.64,33.19,20.54,118.78,0.0,24.67,133.23,127.5
Nov,0.65,21.79,11.08,2.9,22.96,16.61,19.26,11.84,21.69,4.4
Dec,14.49,6.38,1.36,13.27,9.83,0.0,4.93,20.28,0.0,9.5
