Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,1.08,8.71,0.07,0.3,7.47,1.23,0.05,15.51,25.58,0.92,0.0,13.57,0.0
Feb,4.79,10.58,0.0,2.77,7.84,4.97,0.0,0.0,8.61,3.16,0.75,5.16,0.0
Mar,48.75,11.12,30.79,0.0,14.27,25.77,0.0,0.0,12.75,0.0,0.0,7.89,0.5
Apr,16.41,32.92,6.81,18.37,43.88,24.33,18.95,40.09,45.67,18.63,91.61,50.16,47.8
May,39.37,47.94,16.98,45.11,87.52,14.89,114.71,44.33,77.95,111.49,0.0,92.66,105.9
Jun,103.66,125.17,111.4,113.56,147.44,113.08,140.55,271.52,127.97,146.86,261.91,151.84,88.8
Jul,127.6,152.04,236.51,139.69,206.94,226.51,176.7,125.06,243.41,176.38,135.76,248.83,277.4
Aug,176.83,141.7,324.38,173.0,172.4,301.29,175.26,58.94,262.89,208.25,45.04,261.89,314.7
Sep,152.32,180.77,112.73,154.8,249.16,124.52,193.73,257.04,168.71,197.47,277.28,157.84,195.5
Oct,152.79,175.27,98.18,136.21,204.95,106.18,122.72,302.48,155.69,129.0,261.4,192.47,216.9
Nov,49.56,75.81,56.5,53.56,85.19,61.19,218.33,120.98,120.35,214.96,107.26,113.49,0.0
Dec,0.75,4.08,0.42,1.97,8.41,15.99,6.99,0.0,34.57,1.51,0.0,28.33,63.3
