Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,13.02,11.84,0.0,10000.0,4.64,3.06,10000.0,16.0,9.09,
Feb,0.0,9.07,0.0,11.37,8.26,18.01,3.13,6.3,9.77,
Mar,21.18,14.24,3.83,28.78,32.48,46.88,30.71,56.05,45.58,
Apr,152.34,88.19,19.24,43.43,152.47,119.3,39.52,0.0,125.26,
May,96.81,35.61,72.59,10000.0,87.72,180.08,10000.0,204.57,192.01,
Jun,200.88,162.47,99.49,292.18,130.33,123.1,100.73,236.95,125.12,188.0
Jul,208.68,212.1,120.63,328.34,233.23,206.91,147.28,444.25,208.22,487.0
Aug,78.73,148.34,79.35,79.1,162.84,166.53,81.51,0.0,165.6,307.0
Sep,115.22,139.7,84.76,49.1,142.87,129.1,83.83,140.95,135.33,226.0
Oct,109.33,115.42,50.38,85.67,64.2,63.91,62.97,149.1,60.6,53.9
Nov,13.48,25.49,8.81,8.1,11.03,12.59,7.74,18.15,12.52,8.6
Dec,6.67,7.71,0.0,0.48,0.0,7.24,9.42,4.54,4.73,41.4
