Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,34.45,21.37,0.0,38.49,23.09,40.63,20.12,39.21,30.64,14.92,22.39,25.7,6.6
Feb,16.68,25.5,0.0,31.57,19.43,19.47,1.31,3.36,25.53,0.92,0.0,12.62,24.8
Mar,15.66,19.24,0.0,12.7,21.91,0.0,0.0,0.0,18.71,0.0,0.0,18.16,1.8
Apr,10.11,11.29,0.0,3.33,7.68,21.38,8.38,2.97,8.44,7.42,1.73,5.83,9.9
May,10.82,15.62,0.0,10.91,15.27,0.35,0.0,4.22,0.0,0.0,5.0,0.0,7.2
Jun,61.47,68.19,31.01,61.5,68.85,43.35,62.57,42.49,22.66,62.49,47.92,35.35,40.5
Jul,205.08,194.97,56.29,235.03,192.36,57.53,392.98,157.37,91.98,382.26,131.13,77.72,162.6
Aug,180.37,201.06,165.83,188.88,171.78,166.71,197.08,141.26,179.5,178.66,140.12,187.48,188.1
Sep,106.77,105.28,66.97,105.88,105.78,74.74,90.02,58.57,81.46,94.4,23.09,84.07,135.7
Oct,2.73,8.95,0.0,3.08,8.9,0.0,10.54,6.1,0.0,10.17,6.09,6.53,4.7
Nov,0.5,3.95,0.76,0.62,4.12,0.0,0.85,0.96,0.0,0.85,2.67,8.98,2.6
Dec,19.14,10.52,10.39,13.91,9.75,3.98,15.55,16.89,0.0,15.6,16.63,13.26,4.3
