Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.11,0.64,0.0,0.25,3.68,7.68,0.37,3.88,0.0,0.0
Feb,0.17,1.05,0.0,0.04,0.0,0.0,0.04,0.0,7.23,0.0
Mar,0.18,0.9,15.49,0.1,8.05,0.0,11.01,9.18,6.09,0.0
Apr,0.56,3.9,8.82,0.24,3.07,17.15,15.57,3.89,11.01,0.0
May,5.57,3.04,0.0,1.3,0.0,15.65,1.11,0.0,0.13,0.0
Jun,11.37,0.0,57.86,28.3,36.08,72.76,30.1,75.24,86.94,23.7
Jul,266.79,282.91,100.14,160.27,199.53,195.63,216.35,197.16,195.45,292.2
Aug,112.19,159.52,49.83,85.16,110.86,122.67,126.58,99.25,132.3,78.0
Sep,70.35,76.93,25.94,0.0,64.86,119.68,65.16,73.75,126.91,18.9
Oct,5.43,7.58,12.93,29.93,5.26,2.02,29.5,5.03,17.62,4.7
Nov,1.12,16.4,3.38,0.0,0.0,14.07,1.28,0.0,7.9,0.0
Dec,5.6,1.1,2.15,0.1,0.84,10.73,0.32,1.82,6.71,0.0
