Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,9.01,13.85,0.52,9.39,14.84,1.05,2.83,18.4,9.18,2.88,25.2,9.64,0.0
Feb,33.67,34.27,11.53,19.92,22.91,6.33,6.06,0.0,12.47,14.23,0.0,7.33,7.5
Mar,27.56,80.73,135.38,27.75,85.15,138.54,26.86,438.2,141.88,25.18,265.28,188.95,52.6
Apr,210.1,182.93,168.7,204.75,187.86,169.9,208.16,159.83,199.5,208.5,160.98,184.11,113.1
May,256.14,302.53,0.0,263.87,277.81,0.0,129.21,203.74,137.3,152.39,125.26,154.72,187.6
Jun,318.58,438.2,0.0,370.59,400.86,0.0,124.04,202.53,226.74,121.63,186.86,224.37,320.1
Jul,419.96,433.67,0.0,451.82,454.5,0.0,316.5,504.75,288.82,319.01,646.34,305.95,212.6
Aug,234.57,318.98,0.0,241.88,331.56,0.0,237.67,183.64,138.97,237.84,192.0,150.06,186.8
Sep,251.99,266.55,275.16,254.05,269.17,276.19,274.45,324.88,278.79,260.42,258.29,233.91,17.6
Oct,165.72,188.21,183.78,147.84,189.54,185.82,83.2,272.89,190.35,38.39,64.17,154.0,46.8
Nov,20.55,46.62,1.56,12.16,39.19,0.0,8.18,27.82,23.98,7.67,16.28,9.85,0.2
Dec,1.54,13.41,0.0,26.7,25.72,0.0,0.0,0.0,17.42,0.0,123.45,14.23,12.0
