Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.04,9.05,0.0,18.42,0.0,0.0,8.36,11.55,3.41,0.0
Feb,3.24,7.59,0.0,4.55,5.0,12.67,5.1,4.7,3.7,18.8
Mar,2.72,11.37,5.85,0.0,10.01,0.0,0.0,11.4,16.37,5.4
Apr,6.52,7.77,0.0,0.1,2.6,10.99,0.87,3.48,4.62,2.3
May,0.43,0.41,0.0,0.0,6.18,0.0,0.0,6.04,13.0,0.3
Jun,135.11,140.31,44.11,174.25,183.44,93.47,172.59,183.43,131.1,195.0
Jul,275.77,273.46,71.95,84.19,235.43,233.2,309.21,250.23,232.07,280.2
Aug,294.86,254.62,69.73,81.95,175.81,161.02,156.58,137.38,169.97,199.0
Sep,222.46,237.76,44.01,119.45,151.39,135.36,132.9,274.4,142.72,41.7
Oct,39.57,47.71,2.85,3.9,10.28,27.86,19.56,10.27,36.12,0.0
Nov,8.6,19.66,0.0,0.36,15.44,7.86,0.0,18.09,16.63,0.0
Dec,0.61,4.09,8.28,0.09,0.6,18.9,0.0,0.79,0.0,1.6
