Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,9.9,32.35,0.0,24.65,54.66,31.01,20.63,32.83,33.09,77.9
Feb,6.45,8.82,19.36,0.0,5.71,9.44,4.16,6.66,4.42,0.9
Mar,44.08,31.21,20.18,48.6,24.73,25.43,1.89,25.96,31.35,1.3
Apr,0.0,47.67,0.0,0.1,21.09,17.24,1.99,41.73,22.17,12.7
May,152.32,106.65,24.22,109.8,73.86,56.42,35.29,124.88,63.43,5.7
Jun,33.82,53.6,14.23,38.6,45.57,38.81,38.89,45.59,31.73,31.0
Jul,38.08,51.96,1.29,30.2,37.51,30.25,36.11,47.39,35.26,15.8
Aug,0.0,125.52,31.23,98.2,96.77,87.89,98.25,75.98,89.62,92.1
Sep,118.76,107.26,48.32,104.2,82.1,80.84,83.28,68.69,76.64,25.9
Oct,394.17,289.96,64.96,132.9,208.61,211.48,135.78,362.16,213.78,270.1
Nov,296.91,313.87,66.67,209.94,313.13,376.46,301.93,356.11,380.76,475.2
Dec,132.74,157.29,60.84,199.0,224.97,218.85,197.7,233.53,225.87,71.3
