Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,3.01,9.29,0.0,3.89,10.07,0.0,1.52,0.0,13.09,2.23,0.0,13.49,0.0
Feb,4.96,8.41,9.74,0.0,6.84,11.66,0.0,0.0,15.44,0.44,0.0,0.63,9.9
Mar,3.23,6.9,0.0,3.81,7.09,0.0,0.0,10.26,0.0,8.49,16.02,0.0,0.7
Apr,0.41,3.96,0.89,1.84,4.41,0.0,2.7,17.51,0.0,0.66,13.74,12.44,2.8
May,5.1,9.56,0.0,6.69,9.81,5.89,4.08,11.35,6.47,1.98,12.28,4.69,0.1
Jun,108.64,123.3,131.95,113.61,121.44,130.59,115.7,136.99,102.16,118.25,186.92,118.87,188.1
Jul,335.28,405.06,0.0,379.12,386.78,0.0,512.67,374.14,0.0,509.3,497.59,0.0,449.8
Aug,352.2,360.1,0.0,353.95,365.22,0.0,314.83,459.8,0.0,292.42,469.16,0.0,249.0
Sep,189.79,217.73,136.77,190.49,218.2,140.51,62.94,110.96,113.17,57.89,102.49,115.99,164.3
Oct,12.49,24.52,2.51,12.56,24.58,4.21,37.4,61.51,40.15,37.33,58.75,36.78,0.2
Nov,5.43,19.92,3.23,6.85,22.89,18.48,0.0,3.72,6.16,0.0,5.09,0.59,0.0
Dec,0.94,9.0,0.0,1.57,9.65,4.4,1.88,5.82,5.64,1.81,8.78,11.7,0.0
