Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.1,3.78,0.0,0.57,4.69,0.0,4.4,3.93,3.76,2.69,3.89,0.0,0.0
Feb,0.5,4.55,0.0,1.46,4.92,0.0,9.9,11.78,0.0,10.03,12.26,5.45,16.5
Mar,3.73,9.07,0.0,8.69,13.43,2.11,2.76,15.4,11.1,6.07,19.68,18.13,0.2
Apr,17.04,16.23,0.0,13.73,16.73,0.0,10.1,0.0,0.0,2.15,0.0,18.79,26.9
May,12.71,22.48,0.91,6.88,14.25,3.37,15.37,12.57,3.55,11.77,11.34,0.0,2.4
Jun,103.74,119.58,173.41,99.81,114.34,166.18,307.68,184.38,233.31,437.69,185.8,193.19,252.6
Jul,129.71,148.91,71.74,107.41,145.36,78.53,290.24,220.73,126.81,291.43,217.6,138.39,92.8
Aug,172.89,156.37,248.62,174.0,169.24,252.22,80.85,84.74,226.93,82.6,0.0,200.04,160.5
Sep,195.18,211.24,128.91,209.95,203.29,138.17,224.18,203.35,146.68,188.27,334.61,143.4,25.0
Oct,69.03,81.09,65.37,71.75,66.39,66.8,168.08,98.64,87.75,163.62,104.62,89.99,18.7
Nov,7.25,21.77,0.41,5.8,22.19,19.54,0.15,0.0,21.92,0.12,0.02,11.9,19.4
Dec,0.2,4.35,0.0,0.11,3.76,5.87,2.55,7.99,3.5,2.56,8.03,11.19,0.0
