Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,2.98,10.79,0.55,0.39,11.9,7.35,22.13,0.0,0.0,20.71,0.0,18.43,0.0
Feb,38.28,31.46,0.39,43.9,33.94,0.0,3.39,11.6,24.2,23.33,19.62,6.59,0.0
Mar,54.07,28.14,23.04,33.7,23.21,0.47,17.18,0.0,40.11,18.68,0.0,26.11,0.4
Apr,43.18,42.23,3.08,29.14,45.77,14.31,5.91,68.86,36.23,5.48,87.11,13.06,123.0
May,75.02,81.7,25.16,94.36,96.16,45.03,159.78,202.46,77.2,159.23,201.8,80.32,150.2
Jun,195.32,210.76,140.78,196.89,219.97,145.69,167.99,165.16,155.26,168.53,185.37,152.86,239.4
Jul,288.82,292.03,220.94,272.92,305.72,220.03,325.35,425.24,0.0,314.21,298.46,0.0,329.0
Aug,335.36,327.55,0.0,345.69,273.18,0.0,320.57,417.67,214.48,326.26,521.73,215.12,307.6
Sep,270.06,260.18,124.09,259.26,273.72,142.02,276.39,244.92,125.13,246.3,220.11,136.42,461.0
Oct,141.28,152.17,184.14,141.82,152.16,185.04,40.36,180.12,146.27,41.12,212.71,158.69,228.1
Nov,31.3,24.94,31.7,30.99,21.83,26.35,34.87,34.29,39.44,33.08,5.86,41.77,0.0
Dec,0.99,5.84,0.0,3.74,5.39,0.0,0.0,4.13,2.52,0.0,0.05,8.08,3.5
