Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,15.57,12.17,0.44,13.54,12.12,4.08,10000,10000.0,10000.0,10000,10000.0,10000.0,
Feb,24.03,35.05,21.68,14.47,30.88,11.29,10000,10000.0,10000.0,10000,10000.0,10000.0,
Mar,87.31,98.7,11.43,97.28,124.42,40.83,10000,10000.0,10000.0,10000,10000.0,10000.0,
Apr,178.08,197.15,58.77,179.16,240.73,83.64,10000,0.0,31.48,10000,0.0,54.88,30.5
May,154.85,347.98,0.0,169.98,313.44,0.0,10000,83.34,57.55,10000,83.33,59.69,161.2
Jun,192.44,505.56,0.0,108.98,423.54,0.0,10000,265.86,94.12,10000,265.8,92.44,219.4
Jul,604.2,534.04,0.0,571.21,537.58,0.0,10000,10000.0,10000.0,10000,10000.0,10000.0,216.2
Aug,494.63,448.71,0.0,466.63,460.31,0.0,10000,10000.0,10000.0,10000,10000.0,10000.0,177.2
Sep,253.08,294.82,0.0,247.87,309.04,0.0,10000,10000.0,10000.0,10000,10000.0,10000.0,27.6
Oct,192.4,199.95,67.03,185.37,206.78,83.57,10000,10000.0,10000.0,10000,10000.0,10000.0,49.1
Nov,19.28,53.62,0.0,18.91,49.62,0.0,10000,10000.0,10000.0,10000,10000.0,10000.0,0.0
Dec,4.22,13.02,22.08,5.1,16.2,7.22,10000,10000.0,10000.0,10000,10000.0,10000.0,19.6
