Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,26.98,38.3,22.58,95.59,50.96,42.84,60.85,71.42,39.38,39.0
Feb,101.29,83.89,0.0,96.1,109.74,96.29,145.86,223.9,98.87,83.0
Mar,131.13,133.71,15.46,0.0,203.44,166.14,118.64,368.92,167.73,36.0
Apr,66.62,135.43,22.38,117.88,202.08,185.12,45.7,430.15,198.63,
May,369.68,188.36,72.45,264.53,340.69,268.29,338.62,194.11,277.32,
Jun,1.62,324.19,83.02,454.84,322.81,446.57,519.57,349.74,448.97,
Jul,209.29,302.81,129.52,559.91,527.42,373.98,459.61,633.88,385.48,
Aug,185.77,180.39,70.41,10000.0,137.33,226.48,10000.0,1474.34,230.91,
Sep,303.81,256.13,58.05,10000.0,396.89,412.61,10000.0,2804.83,415.89,
Oct,162.9,172.32,22.84,311.04,313.85,269.38,213.97,0.0,280.9,0.0
Nov,35.16,43.7,0.0,16.88,105.0,85.84,30.01,244.43,93.53,0.0
Dec,38.61,21.09,0.0,0.0,19.53,31.22,0.0,74.59,31.89,0.0
