Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,17.81,21.74,17.37,15.54,4.77,0.0,8.88,0.87,6.04,0.0
Feb,13.97,11.92,13.08,0.1,0.0,15.16,0.0,0.0,0.32,19.0
Mar,5.56,4.91,0.0,2.39,0.0,5.85,0.0,0.0,3.82,0.0
Apr,2.48,4.49,5.31,0.0,6.14,14.63,0.0,0.0,0.0,9.1
May,0.48,5.76,0.0,0.05,9.93,0.0,0.0,10.96,17.3,1.2
Jun,127.91,121.76,65.32,122.54,107.06,43.07,113.48,86.12,91.76,32.8
Jul,320.51,313.67,119.85,279.88,299.8,269.87,298.44,393.88,283.63,358.8
Aug,397.77,390.2,110.01,167.04,307.23,278.28,130.03,469.26,278.52,420.1
Sep,302.96,266.49,39.1,114.69,122.13,109.71,105.78,88.51,106.7,241.8
Oct,20.61,32.02,13.49,14.25,48.41,27.84,40.95,71.42,39.23,0.0
Nov,0.57,12.24,0.0,23.77,0.0,7.87,1.11,0.0,3.44,0.0
Dec,1.66,11.74,20.81,0.0,1.67,0.0,2.43,10.82,9.12,0.0
