Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.0,4.21,0.0,0.0,0.0,11.69,0.09,0.0,0.0,0.0
Feb,0.19,3.61,5.03,5.0,1.11,0.0,2.02,2.1,2.97,3.5
Mar,0.11,10.7,8.3,0.0,4.48,0.0,0.19,7.02,15.42,0.3
Apr,11.89,11.73,15.52,24.61,2.84,0.0,0.0,6.14,5.57,0.0
May,17.4,16.88,0.0,3.01,0.0,7.6,0.0,0.0,0.11,0.0
Jun,156.21,128.88,32.07,102.57,85.32,56.54,64.82,85.69,78.07,103.2
Jul,181.85,173.12,44.39,100.3,127.48,134.22,102.03,138.04,145.89,114.5
Aug,186.32,155.45,37.1,91.4,146.06,132.91,137.86,91.96,140.38,193.6
Sep,234.5,211.32,56.46,16.73,141.67,114.73,166.66,151.39,121.88,23.9
Oct,62.61,63.51,39.39,18.38,46.28,43.62,6.37,38.02,48.59,1.0
Nov,4.5,25.69,9.52,1.14,36.31,22.79,0.73,40.7,25.43,10.9
Dec,0.0,4.19,0.0,9.9,1.32,0.0,3.43,3.69,4.97,0.0
