Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,17.57,19.99,7.74,26.57,22.66,0.0,0.0,0.0,9.48,0.0,0.0,5.76,1.3
Feb,8.81,25.03,0.28,7.18,19.17,8.1,0.28,4.61,0.0,0.12,0.0,0.0,5.2
Mar,32.85,42.14,34.63,27.62,33.49,37.51,5.38,0.0,23.16,2.33,0.0,0.0,6.9
Apr,87.98,107.64,7.38,76.65,15.41,19.6,60.24,64.7,23.13,61.7,32.85,37.94,41.5
May,120.02,114.87,55.51,92.07,85.52,66.23,57.05,96.43,73.76,56.49,96.61,74.3,127.1
Jun,71.27,146.84,24.46,63.97,14.08,54.06,22.78,22.96,15.38,22.59,24.26,28.12,11.4
Jul,90.58,140.59,21.19,38.15,22.98,27.88,28.35,35.81,27.69,28.46,49.7,34.68,55.7
Aug,164.87,139.2,115.96,124.43,76.53,127.23,74.45,78.77,118.68,68.8,82.31,117.69,49.0
Sep,123.89,125.27,137.86,111.39,113.24,139.67,9.14,76.18,151.99,24.24,46.61,137.68,157.7
Oct,224.32,237.69,143.38,209.47,174.87,150.42,161.93,165.7,139.92,161.38,167.07,141.57,160.3
Nov,154.09,165.86,39.66,152.85,117.94,62.1,94.56,236.7,87.49,76.61,194.01,72.56,111.0
Dec,60.27,58.54,31.71,60.85,59.92,48.0,53.6,46.19,51.44,51.66,48.83,47.95,7.1
