Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.1,3.31,0.57,0.36,4.02,12.31,1.17,1.32,0.0,1.42,1.33,1.01,0.0
Feb,0.37,5.16,0.0,0.89,5.31,1.98,12.84,7.46,13.27,7.5,6.98,10.31,5.1
Mar,0.0,12.22,6.04,0.0,12.84,0.0,49.36,5.83,7.88,45.79,0.0,12.35,0.7
Apr,22.53,20.87,0.2,22.93,20.84,0.0,3.41,27.57,0.81,5.84,33.91,24.88,48.5
May,27.48,34.08,1.41,27.19,31.03,3.65,27.89,54.44,17.16,27.52,39.13,32.03,22.1
Jun,109.06,121.59,182.23,99.94,120.68,187.65,209.57,165.76,201.29,204.33,157.28,197.6,135.2
Jul,111.81,145.57,62.95,111.5,147.19,70.26,213.24,202.41,125.92,216.77,200.01,146.47,97.6
Aug,112.03,143.16,177.17,114.36,132.98,171.68,172.27,119.36,140.6,89.43,164.09,142.75,127.0
Sep,185.1,217.22,107.14,183.98,213.07,109.48,169.28,249.42,137.64,166.17,259.15,137.0,70.8
Oct,25.41,96.03,99.4,42.68,79.67,98.53,142.52,138.55,122.39,148.48,164.98,108.2,12.6
Nov,18.77,23.67,0.0,19.57,23.25,9.81,6.65,9.76,13.93,6.48,8.82,10.38,4.3
Dec,0.16,4.45,0.99,0.1,3.98,13.25,0.0,1.93,6.8,0.0,2.19,0.0,4.3
