Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,2.62,15.0,7.57,12.3,5.25,0.0,14.64,2.58,13.32,0.0
Feb,9.4,10.14,23.97,0.0,9.8,3.07,0.0,5.58,21.59,0.0
Mar,3.63,10.68,0.0,0.0,0.0,4.74,0.89,0.0,0.0,0.0
Apr,35.28,30.9,0.0,12.61,17.72,0.0,37.34,29.17,0.34,69.1
May,94.99,79.45,16.7,143.47,111.43,42.02,138.04,29.98,84.88,52.4
Jun,165.32,180.36,91.95,89.7,125.65,70.95,135.28,217.98,91.77,112.1
Jul,231.67,229.53,123.03,495.43,282.68,260.75,293.0,313.04,281.54,227.2
Aug,202.13,240.94,89.05,158.95,231.54,185.99,225.19,230.79,189.23,169.5
Sep,134.87,187.28,93.68,142.59,133.66,133.62,138.89,127.81,142.18,72.9
Oct,68.62,92.5,9.42,14.42,4.86,86.25,8.76,8.0,97.38,19.5
Nov,6.29,6.21,0.0,0.0,0.0,5.62,0.0,0.0,2.41,0.0
Dec,0.0,4.24,2.6,0.0,0.23,5.69,0.39,9.02,1.87,7.7
