Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,14.82,11.77,0.0,16.62,11.35,0.0,8.86,28.82,0.0,6.61,27.6,0.0,0.0
Feb,3.75,6.62,0.37,4.55,4.96,0.0,10.04,13.78,3.88,0.37,15.52,4.6,0.0
Mar,3.92,5.46,0.62,3.03,5.7,1.46,0.09,0.57,14.21,0.69,2.94,2.71,0.0
Apr,0.91,2.81,0.78,2.25,2.82,0.0,7.96,3.83,0.0,3.16,2.81,0.0,2.3
May,5.37,7.73,1.91,5.43,7.61,14.08,1.92,12.21,0.0,4.16,12.18,11.35,0.0
Jun,86.12,78.98,59.67,85.9,79.54,64.55,87.31,76.3,61.45,87.35,96.9,65.98,52.3
Jul,300.81,323.16,0.0,306.83,316.65,0.0,411.22,324.88,0.0,414.18,359.53,0.0,363.5
Aug,178.58,261.61,83.06,183.06,262.59,103.73,361.08,373.44,0.0,362.59,388.43,0.0,277.3
Sep,162.18,158.06,134.12,161.38,159.08,136.6,193.17,77.37,153.13,186.69,88.83,131.62,299.5
Oct,4.6,16.5,0.81,4.74,17.03,2.93,35.2,42.85,0.25,35.19,42.81,24.53,0.0
Nov,0.4,14.75,0.0,3.72,18.91,0.0,0.02,0.99,3.49,0.0,0.0,0.0,0.0
Dec,0.95,4.63,0.25,0.94,4.73,0.0,0.53,3.72,0.0,0.71,4.63,0.0,0.0
