Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,7.6,9.31,4.97,0.0,0.0,0.0,4.39,0.0,3.13,0.0
Feb,4.42,5.49,0.0,2.52,0.25,10.23,7.85,0.22,10.57,0.3
Mar,0.28,4.29,0.0,0.0,0.0,5.53,0.0,0.0,1.18,0.6
Apr,1.85,3.26,0.0,10.41,6.8,8.74,3.31,6.61,15.0,1.0
May,8.27,6.08,16.22,0.0,0.0,0.0,0.0,0.0,13.36,0.3
Jun,59.7,73.66,26.49,94.78,97.15,53.14,77.41,88.51,67.55,115.1
Jul,293.29,298.19,105.17,346.4,393.33,351.92,357.46,414.38,368.27,379.9
Aug,234.99,263.1,72.16,235.08,295.67,276.95,277.86,319.46,284.68,215.5
Sep,416.86,286.78,52.88,89.28,97.16,76.63,100.34,109.28,81.36,197.4
Oct,7.39,15.08,0.0,0.92,11.26,13.51,6.05,10.63,30.94,0.0
Nov,0.5,13.8,22.92,0.0,1.88,3.05,0.0,0.0,12.21,0.0
Dec,6.04,9.25,0.0,0.0,3.11,12.13,2.42,13.02,2.01,0.0
