Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.14,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0
Feb,0.12,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mar,0.1,1.03,11.71,4.19,0.0,3.32,0.64,0.0,8.06,0.0
Apr,0.12,0.9,0.0,2.65,0.95,0.0,1.01,1.31,6.51,0.0
May,0.34,0.0,24.67,0.1,0.0,16.64,7.04,0.0,2.09,0.0
Jun,41.9,47.08,29.81,48.02,47.62,47.59,49.04,44.72,31.09,185.8
Jul,373.7,415.43,92.38,380.67,323.29,282.11,364.13,371.79,282.54,234.6
Aug,375.32,352.06,77.72,159.05,212.03,202.95,241.82,264.04,211.0,230.9
Sep,254.68,352.63,56.12,1.41,155.88,137.61,152.57,170.31,134.61,110.4
Oct,2.06,15.31,0.0,0.1,5.78,7.75,0.0,13.24,12.74,0.0
Nov,2.1,12.17,0.0,0.0,20.3,2.23,0.0,26.44,23.93,0.0
Dec,20.38,2.37,0.0,1.95,3.18,12.88,0.0,5.49,0.0,0.0
