Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,15.7,11.99,2.37,15.6,11.93,0.0,8.42,14.18,1.18,14.17,13.54,18.92,0.0
Feb,6.72,10.83,0.67,5.88,9.06,0.0,0.44,3.74,0.0,0.22,4.67,2.65,9.9
Mar,7.48,7.68,0.0,1.79,7.51,0.0,0.0,0.0,16.64,0.0,0.0,0.0,0.0
Apr,2.83,4.15,0.23,2.67,5.8,0.0,7.79,12.67,8.64,21.42,17.09,8.46,10.8
May,8.58,12.42,7.98,9.76,12.94,0.0,55.56,26.95,0.0,57.31,25.09,4.14,0.0
Jun,41.95,66.62,43.51,35.94,68.8,51.8,0.0,47.43,18.27,0.0,43.72,28.1,68.6
Jul,229.36,225.95,169.72,235.74,228.12,179.55,115.04,146.16,144.5,119.92,76.42,146.46,232.0
Aug,278.6,239.93,172.02,258.4,254.64,182.42,112.44,116.53,156.17,125.04,90.21,158.06,367.4
Sep,107.09,138.3,105.15,107.76,127.77,114.63,33.79,102.16,121.09,32.68,100.05,116.51,54.1
Oct,8.84,20.67,0.0,9.07,18.57,10.63,41.57,24.58,16.92,41.16,44.31,18.15,0.0
Nov,0.17,3.37,0.75,0.64,4.93,0.0,0.1,4.2,0.0,1.36,3.77,11.81,0.0
Dec,2.34,5.98,0.0,1.59,6.02,4.44,0.84,3.53,6.11,0.84,4.02,0.51,0.0
