Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,1.52,8.43,0.0,1.53,8.44,6.34,1.86,9.55,10.89,4.41,8.64,0.0,0.0
Feb,2.44,6.89,0.15,3.02,6.18,15.34,6.43,7.31,2.98,4.77,7.3,3.26,18.8
Mar,6.73,10.99,0.0,7.39,11.17,17.1,16.11,20.26,2.57,17.8,28.28,2.24,5.4
Apr,8.89,10.79,0.0,8.81,11.35,0.0,0.1,5.14,3.54,0.67,6.97,0.0,2.3
May,9.05,14.71,1.96,10.05,16.07,17.81,4.7,12.08,0.0,3.47,12.62,4.61,0.3
Jun,135.06,140.29,149.7,144.68,142.25,150.76,164.4,161.17,141.89,164.06,130.16,149.43,195.0
Jul,291.73,267.39,132.44,263.98,269.25,137.57,312.31,309.36,69.42,323.7,286.61,107.18,280.2
Aug,223.11,232.99,113.89,202.18,237.54,124.99,217.03,184.33,142.49,212.0,180.77,132.99,199.0
Sep,170.93,186.08,82.63,164.87,189.06,88.82,172.33,177.07,125.53,205.51,178.55,115.1,41.7
Oct,75.84,56.96,24.34,74.09,56.49,30.47,58.07,49.75,39.39,57.8,37.81,42.9,0.0
Nov,2.83,16.47,0.57,2.79,16.73,3.48,0.08,11.48,7.51,0.09,8.45,12.4,0.0
Dec,0.1,5.48,0.0,0.14,5.49,10.98,0.0,0.17,0.0,0.0,0.17,0.0,1.6
