Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,11.11,14.41,0.48,15.66,15.33,16.19,26.9,14.32,0.0,21.04,1.45,13.56,0.0
Feb,3.5,16.19,0.0,1.17,7.28,8.3,5.22,6.7,0.0,3.48,6.6,6.42,0.0
Mar,6.27,12.4,0.59,3.58,14.09,3.96,0.0,2.12,0.0,0.0,31.14,12.14,0.0
Apr,7.1,10.54,0.0,19.27,7.75,8.62,0.97,0.0,4.46,2.27,0.0,9.34,0.0
May,34.88,28.99,0.0,39.01,35.97,25.11,128.8,30.46,48.19,126.9,29.98,51.97,20.2
Jun,147.87,151.53,69.26,133.79,98.87,72.76,175.21,118.52,87.24,185.98,42.92,84.06,35.2
Jul,321.44,296.52,265.01,316.78,294.63,242.38,239.43,251.0,242.3,256.64,237.17,243.27,293.1
Aug,255.04,270.98,171.13,253.89,235.85,149.09,112.78,169.71,185.81,148.29,163.02,182.78,147.4
Sep,207.85,235.14,59.79,218.53,212.54,71.66,277.81,276.45,111.83,277.71,266.47,115.43,79.7
Oct,78.99,73.26,25.23,75.52,75.96,36.56,10.02,52.96,46.53,33.28,0.0,40.35,20.3
Nov,0.66,5.41,0.48,0.26,5.11,10.69,0.0,0.0,7.19,0.0,4.81,2.37,0.0
Dec,0.1,1.62,0.0,0.09,1.27,0.0,0.26,0.75,6.38,0.22,0.65,3.74,5.8
