Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,9.07,13.75,13.03,10.1,13.52,14.42,5.68,29.48,25.13,5.0,33.69,16.9,0.0
Feb,4.57,8.27,0.0,4.41,7.07,0.31,0.0,5.54,5.72,0.0,0.0,20.05,5.0
Mar,7.76,7.4,13.0,3.14,6.85,6.96,62.84,0.0,1.31,64.11,0.0,13.16,0.0
Apr,1.75,3.94,0.0,1.32,3.95,14.44,3.73,10.5,0.0,0.0,0.0,0.0,8.0
May,9.29,9.35,0.51,11.95,5.33,4.64,0.0,5.5,0.0,0.82,8.06,30.85,2.0
Jun,34.18,70.33,35.14,30.97,75.28,46.87,26.49,97.24,32.47,25.59,63.89,47.56,40.4
Jul,227.69,233.01,241.4,250.49,239.0,241.45,191.79,214.19,240.51,146.65,154.65,235.18,366.7
Aug,260.12,257.16,177.27,256.21,257.83,178.55,332.28,182.11,178.3,321.9,191.51,177.39,567.7
Sep,150.68,139.89,78.86,152.02,139.88,96.41,28.6,60.23,70.25,27.51,54.58,72.82,285.9
Oct,10.31,23.16,0.0,9.97,21.4,11.04,33.36,29.64,22.94,33.23,0.0,3.75,0.0
Nov,0.18,4.39,0.0,0.66,5.24,11.87,0.0,0.0,0.0,0.0,0.0,11.52,0.0
Dec,3.93,6.64,0.3,3.81,6.71,4.6,13.54,13.87,0.0,13.72,20.03,9.65,0.0
