Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,22.33,24.25,0.38,28.97,38.59,0.0,5.54,13.33,21.03,1.14,15.35,28.28,25.1
Feb,43.93,50.77,18.86,43.39,63.22,31.94,37.16,71.49,51.02,33.22,74.51,43.06,62.3
Mar,55.74,82.31,129.67,60.62,100.48,118.17,65.94,51.44,89.82,51.45,62.37,89.06,175.0
Apr,448.87,276.01,446.15,435.38,318.05,421.37,445.24,289.14,0.0,448.58,272.82,0.0,202.3
May,202.36,266.0,335.3,240.58,383.52,332.77,325.76,406.94,0.0,325.5,403.23,0.0,417.0
Jun,574.83,525.51,0.0,608.27,613.62,0.0,428.51,703.82,0.0,474.98,630.07,0.0,478.6
Jul,627.95,614.4,0.0,506.49,679.38,0.0,664.56,917.23,0.0,682.26,2238.75,0.0,787.6
Aug,586.35,570.25,0.0,550.0,726.08,0.0,299.71,1354.17,0.0,393.55,1035.39,0.0,152.0
Sep,493.55,366.88,0.0,456.04,476.25,0.0,742.35,687.77,0.0,731.07,724.35,0.0,753.9
Oct,116.42,168.89,256.52,48.17,198.9,258.27,793.18,248.19,257.62,785.41,0.0,258.6,93.7
Nov,13.03,20.92,0.38,6.83,20.92,0.0,0.0,0.0,32.22,0.0,0.0,14.68,136.9
Dec,8.73,16.99,0.0,8.6,41.3,3.3,0.0,0.0,52.24,0.0,0.0,52.85,16.6
