Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.07,6.97,0.0,115.04,128.79,9.51,0.0,125.77,21.68,0.0
Feb,2.28,7.49,2.32,10.5,0.0,19.86,4.91,0.0,6.64,0.0
Mar,1.67,7.06,15.4,2.62,19.12,0.0,0.54,7.81,10.46,24.9
Apr,13.94,18.21,25.12,8.08,15.34,18.51,9.12,16.16,22.78,11.7
May,32.87,47.11,37.11,43.49,91.24,15.18,117.24,128.46,55.9,36.6
Jun,214.68,128.87,38.27,96.25,134.89,89.83,87.24,176.07,115.05,29.4
Jul,159.9,138.45,33.36,153.44,116.96,95.35,92.11,14.93,111.21,69.3
Aug,131.44,171.75,47.93,136.2,123.68,114.6,129.18,130.05,124.42,80.7
Sep,117.26,173.38,46.14,140.81,115.42,105.49,117.17,140.02,116.31,83.6
Oct,173.73,163.76,46.56,130.85,51.33,105.55,77.97,14.6,117.16,42.4
Nov,67.97,105.87,43.27,11.0,60.58,74.73,19.04,89.0,96.92,52.6
Dec,0.0,9.23,0.0,58.47,48.04,27.97,23.62,50.07,33.67,10.5
