Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,22.24,20.33,38.47,21.36,25.36,24.17,10.6,0.0,40.02,6.65,0.0,0.0,6.5
Feb,4.91,15.87,0.55,2.05,11.72,0.0,0.29,0.0,0.0,0.45,0.0,1.16,0.8
Mar,7.12,17.38,26.28,2.67,20.39,0.0,0.0,0.0,2.15,0.0,0.0,13.73,7.0
Apr,51.92,46.28,0.27,42.52,18.92,7.58,0.0,32.76,22.45,0.0,34.97,21.51,13.5
May,35.67,59.19,9.16,40.61,77.39,21.8,129.8,0.0,32.93,128.94,0.0,47.5,73.7
Jun,27.48,32.42,5.24,27.7,36.94,35.38,40.39,32.89,34.74,39.17,36.67,34.96,67.0
Jul,40.79,47.79,17.18,41.89,46.13,25.33,33.56,39.43,27.48,33.4,56.51,32.46,93.9
Aug,195.46,68.24,148.6,183.22,112.47,128.38,69.34,75.03,186.91,53.35,76.09,148.42,38.5
Sep,84.08,91.88,67.38,85.37,109.78,73.47,75.2,116.11,101.31,75.52,72.24,97.27,78.3
Oct,170.86,176.14,77.27,171.41,175.5,84.03,81.39,152.68,114.37,96.82,135.48,101.8,124.4
Nov,148.93,173.16,69.82,149.44,176.41,78.22,82.95,173.06,101.09,78.34,189.27,91.81,166.2
Dec,85.61,102.8,15.98,82.49,103.7,43.8,77.8,65.63,45.38,87.94,67.89,62.52,22.6
