Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,45.94,19.76,0.0,29.3,17.03,4.96,17.42,19.59,17.56,0.0
Feb,5.28,10.69,0.0,22.99,15.73,0.0,23.97,8.71,11.5,2.4
Mar,1.95,1.59,21.77,2.4,3.97,0.0,0.0,2.63,8.71,0.0
Apr,3.27,4.43,0.0,11.0,7.82,5.57,7.58,6.9,12.19,33.1
May,8.46,15.28,0.0,43.86,38.56,0.0,31.4,43.73,28.38,27.7
Jun,51.75,61.32,43.37,264.7,144.0,65.61,196.27,97.52,83.38,53.1
Jul,216.53,239.65,128.23,327.55,247.83,197.7,194.05,246.5,227.78,232.1
Aug,283.26,280.63,85.18,199.8,206.28,195.43,195.39,200.2,202.42,310.5
Sep,224.22,220.85,61.49,214.71,178.31,157.66,167.59,191.63,167.34,42.2
Oct,19.58,52.46,3.0,24.6,44.31,51.04,29.43,59.91,56.56,0.0
Nov,0.95,4.11,0.0,0.1,2.11,14.17,0.5,2.01,2.89,0.0
Dec,0.62,5.77,0.0,0.44,0.38,0.0,3.77,5.09,0.0,0.0
