Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,3.15,5.05,0.0,0.1,4.31,0.0,10.78,15.06,10.87,7.5
Feb,22.55,8.3,0.0,0.48,3.46,17.6,16.37,8.75,3.35,1.1
Mar,16.9,24.18,2.43,43.47,24.82,8.51,84.95,15.54,21.47,32.8
Apr,121.59,95.5,69.61,70.69,140.64,32.98,0.0,159.43,54.14,94.2
May,114.96,89.24,168.79,153.0,153.39,87.2,169.14,135.03,110.33,72.5
Jun,316.36,451.33,189.35,207.07,187.62,158.93,199.84,184.93,167.49,254.9
Jul,207.32,637.37,136.53,237.13,223.26,205.05,223.28,270.31,203.56,157.3
Aug,199.72,529.09,117.94,153.4,218.69,205.59,186.96,19.76,209.8,253.8
Sep,279.78,311.77,94.97,137.82,211.22,165.73,181.97,283.79,170.59,68.5
Oct,97.42,0.0,57.36,66.1,20.28,50.76,0.0,0.0,56.41,14.6
Nov,7.6,10.5,23.99,12.91,17.96,14.76,18.82,17.71,2.43,0.8
Dec,5.12,4.71,0.0,0.0,4.04,0.0,0.0,6.61,13.57,28.5
