Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,4.75,4.64,0.39,17.91,0.0,0.0,16.8,0.0,1.74,0.8
Feb,0.83,2.65,12.23,0.0,0.0,20.64,0.57,0.0,0.0,0.0
Mar,0.9,0.94,0.0,6.36,0.0,8.83,0.0,0.0,5.5,0.0
Apr,0.88,1.71,5.93,1.85,0.76,12.72,1.11,0.9,0.0,0.0
May,3.89,6.58,18.24,1.26,0.0,6.56,0.89,0.0,13.28,4.4
Jun,30.87,47.36,22.98,44.54,53.76,36.2,63.14,50.56,22.97,122.6
Jul,226.68,233.81,77.41,61.33,181.54,132.64,98.79,156.43,149.28,171.0
Aug,143.76,170.07,82.92,308.5,229.7,185.16,310.0,275.97,209.12,164.8
Sep,153.76,162.54,37.67,111.74,108.37,66.06,92.06,82.74,73.76,134.4
Oct,0.12,13.38,0.0,28.43,13.79,0.0,27.18,16.73,3.91,0.0
Nov,0.52,8.12,0.0,3.62,18.19,7.37,8.75,25.34,7.9,0.0
Dec,0.45,4.88,0.0,0.0,4.23,5.55,0.0,6.1,0.37,2.2
