Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,7.46,18.78,0.0,4.4,13.96,1.81,12.88,26.28,0.73,11.35,23.59,20.1,0.0
Feb,21.43,21.74,1.2,9.57,13.31,14.57,0.0,26.6,1.46,0.0,18.08,14.94,19.8
Mar,17.03,19.27,0.97,12.53,19.87,13.7,7.32,22.49,0.0,11.07,34.42,11.22,0.9
Apr,4.64,8.19,0.0,6.67,10.1,8.06,11.46,7.89,1.53,13.44,9.6,0.0,2.9
May,14.66,12.39,1.08,17.28,13.83,5.48,0.0,23.6,0.0,0.0,26.73,0.0,3.0
Jun,143.67,162.4,98.66,144.59,150.83,108.71,167.43,148.54,101.29,161.56,155.21,122.15,78.2
Jul,328.33,361.86,0.0,343.57,358.12,0.0,429.6,408.39,0.0,429.36,494.3,0.0,439.0
Aug,357.13,391.56,0.0,360.5,345.1,0.0,375.6,406.75,0.0,376.63,408.81,0.0,450.3
Sep,177.54,187.87,116.07,180.58,184.29,127.68,98.85,144.85,137.31,100.05,87.68,136.0,87.8
Oct,25.22,38.9,4.22,27.3,38.97,26.21,60.12,66.71,19.33,57.74,58.7,33.81,0.0
Nov,0.48,17.51,0.64,0.94,17.98,19.15,0.23,1.28,0.0,0.3,1.02,0.0,0.0
Dec,2.87,9.9,0.32,2.84,8.15,0.0,0.0,0.0,0.0,0.0,0.35,2.72,0.2
