Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,5.38,7.77,14.33,0.1,2.24,0.0,0.49,7.07,4.06,0.0
Feb,1.13,4.51,11.98,4.86,12.08,19.26,13.97,15.16,5.63,3.9
Mar,2.15,9.81,20.71,0.1,0.0,0.58,0.0,3.78,0.0,0.0
Apr,0.06,2.42,0.15,0.1,0.0,0.0,0.0,0.0,6.7,0.0
May,0.08,0.67,0.0,9.07,0.0,0.0,1.63,0.0,11.61,0.0
Jun,144.66,137.5,41.32,143.19,109.23,73.71,84.1,111.94,85.42,120.7
Jul,406.67,388.91,82.79,404.8,476.64,445.25,402.74,509.35,458.03,269.1
Aug,331.46,326.9,94.08,290.68,302.37,278.37,298.58,350.63,282.94,316.9
Sep,454.94,309.65,62.6,143.14,169.83,161.07,142.31,204.93,162.07,63.5
Oct,21.95,38.79,29.61,7.0,25.54,23.98,9.13,32.59,21.02,7.1
Nov,0.65,24.0,26.29,0.91,12.71,9.38,0.16,11.38,10.54,0.0
Dec,0.0,10.62,18.72,0.0,4.98,23.73,0.0,8.54,0.0,0.0
