Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.97,3.38,19.15,0.4,0.0,16.96,1.45,0.0,4.57,0.0
Feb,0.56,1.05,14.73,0.0,0.0,0.0,0.0,0.0,3.5,0.0
Mar,0.01,1.99,11.6,0.1,0.0,0.0,1.35,0.0,0.0,0.0
Apr,0.03,1.54,0.0,0.6,9.13,0.0,1.11,10.9,14.26,0.0
May,4.21,5.9,0.0,0.1,0.0,15.38,0.29,0.0,12.7,0.0
Jun,67.0,78.05,47.64,79.29,66.17,45.27,83.51,50.74,56.04,132.7
Jul,309.38,318.55,81.37,319.1,341.29,301.4,358.33,379.23,314.87,233.9
Aug,283.1,311.2,94.28,193.88,234.41,234.31,215.67,317.98,241.09,326.0
Sep,128.62,318.03,39.8,119.57,112.72,94.83,108.07,112.23,91.23,185.3
Oct,5.57,23.28,0.0,4.58,24.39,27.63,7.03,33.42,17.64,0.0
Nov,0.32,19.86,25.4,0.0,0.39,15.14,0.0,0.58,16.4,0.0
Dec,0.0,4.58,0.0,0.46,3.4,15.41,6.71,4.43,0.0,0.0
