Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,6.09,12.4,0.0,6.24,12.13,0.0,17.74,15.51,3.69,20.15,3.38,4.55,0.0
Feb,7.28,16.65,0.0,6.76,16.45,0.0,0.04,0.0,12.11,0.0,0.0,5.96,1.6
Mar,13.1,21.01,1.98,16.52,21.36,5.6,7.04,8.32,0.0,5.64,14.07,0.0,0.2
Apr,29.64,30.79,0.94,27.99,31.05,2.42,61.35,44.73,13.68,61.13,13.13,0.0,36.6
May,75.92,70.28,53.73,69.57,73.17,53.28,59.05,84.23,55.13,58.71,85.86,61.51,64.3
Jun,191.67,229.91,129.68,197.8,235.86,146.2,226.45,216.88,164.04,226.09,182.23,169.52,129.9
Jul,303.23,313.66,0.0,317.58,299.59,0.0,263.71,243.26,0.0,260.21,318.81,0.0,201.1
Aug,343.89,328.94,0.0,325.59,356.97,0.0,247.2,275.49,289.1,247.66,291.24,288.76,151.2
Sep,213.99,238.66,216.4,235.15,240.18,217.61,245.67,208.16,219.24,245.33,133.93,226.67,100.9
Oct,75.11,96.78,114.47,76.33,75.4,107.57,79.96,126.25,66.46,79.9,28.18,69.68,121.4
Nov,3.93,8.65,0.21,0.7,4.73,9.94,0.1,5.81,5.45,0.0,2.48,5.61,0.0
Dec,0.49,2.87,0.0,0.37,2.53,1.63,0.0,0.39,0.0,0.0,1.38,2.91,14.6
