Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,15.54,23.39,0.0,0.0,6.25,14.23,0.89,22.91,19.5,0.0
Feb,7.13,11.53,0.0,4.86,15.12,2.27,5.68,14.98,13.03,6.6
Mar,3.62,0.0,1.35,0.0,0.0,16.57,0.0,0.0,9.11,0.0
Apr,0.24,1.65,16.12,0.0,18.8,12.88,12.47,19.1,3.11,15.4
May,1.64,3.65,14.75,4.7,36.98,21.4,10.7,36.87,4.61,27.4
Jun,24.12,36.95,67.52,81.8,61.96,33.31,52.89,62.79,45.81,24.3
Jul,204.12,164.99,105.07,260.09,231.54,175.55,231.43,278.51,193.93,244.1
Aug,276.88,235.91,118.97,226.87,189.05,163.06,177.5,194.72,182.61,292.9
Sep,68.42,128.13,46.43,132.56,130.45,124.73,110.9,255.15,124.19,89.5
Oct,1.7,12.75,15.28,11.09,30.4,54.78,1.95,46.32,55.9,0.0
Nov,1.79,9.47,15.1,0.0,3.19,17.51,0.08,2.73,11.66,0.2
Dec,1.19,5.92,9.98,0.0,3.44,4.55,12.12,39.82,5.35,0.0
