Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.16,4.39,0.0,0.12,3.83,0.0,0.0,0.0,14.54,0.0,0.0,5.37,0.0
Feb,0.46,2.11,0.0,0.16,0.07,0.0,0.19,1.85,0.0,0.43,0.88,8.06,0.0
Mar,0.64,7.1,0.0,0.74,7.18,4.15,9.27,17.86,0.0,5.48,17.13,5.64,0.0
Apr,0.71,3.51,0.95,1.12,3.16,0.0,0.23,0.48,1.46,0.2,0.47,11.72,0.0
May,3.99,7.63,0.0,4.28,11.03,13.01,6.79,8.99,0.0,7.3,6.26,13.97,0.0
Jun,50.74,62.31,68.49,54.61,68.33,66.28,60.5,62.57,97.24,64.34,47.35,81.73,50.4
Jul,191.94,193.46,343.01,189.37,220.88,322.07,293.95,361.7,404.55,314.45,389.96,399.96,215.1
Aug,178.43,183.17,99.8,182.85,211.99,106.87,318.54,284.89,147.12,300.56,354.54,164.87,137.0
Sep,78.56,111.06,33.61,81.25,109.71,52.77,135.21,83.53,60.52,135.18,64.66,77.04,111.9
Oct,2.79,10.38,0.0,3.43,10.48,0.0,31.6,28.4,13.39,32.07,33.74,19.51,0.0
Nov,0.47,11.03,0.0,0.98,12.0,7.15,0.0,6.32,10.89,0.0,0.0,18.68,0.0
Dec,0.29,1.56,0.31,0.3,1.9,0.0,0.1,0.54,0.0,0.14,0.67,4.86,0.0
