Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,40.7,40.17,1.81,26.33,37.33,0.0,3.76,2.64,1.68,3.49,2.75,8.87,0.0
Feb,21.49,37.57,0.36,10.39,39.15,0.65,9.73,46.29,9.6,7.74,37.55,4.79,7.8
Mar,16.52,47.44,2.15,14.87,47.79,0.0,0.0,0.0,4.41,0.0,0.0,3.02,2.6
Apr,42.98,46.24,23.22,5.37,29.76,24.01,1.07,0.0,39.89,1.33,0.0,0.0,6.0
May,5.3,40.21,0.76,0.0,24.83,7.68,0.64,2.19,0.0,0.35,0.0,0.0,22.2
Jun,35.32,48.75,0.0,7.82,22.22,15.66,0.0,0.0,0.0,0.0,0.0,1.07,6.2
Jul,85.39,101.77,26.07,76.98,39.45,24.26,13.38,27.99,14.12,12.78,27.87,7.88,8.4
Aug,87.28,91.69,1.2,56.94,42.4,18.94,10000.0,1.92,0.0,10000.0,1.92,2.0,2.0
Sep,29.39,66.68,0.0,0.0,32.43,8.01,0.29,180.62,0.0,0.29,0.68,15.31,2.3
Oct,7.5,13.97,0.0,4.81,2.47,5.71,0.0,0.0,0.0,0.0,0.0,12.52,0.0
Nov,3.29,12.15,0.0,0.0,6.65,0.84,0.0,0.0,0.0,0.0,0.0,9.63,19.2
Dec,14.96,21.92,15.35,11.84,16.68,3.11,7.41,15.31,1.85,8.48,24.49,0.0,1.4
