Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,11.93,16.73,0.0,33.02,21.06,11.46,10.38,26.13,17.97,5.8
Feb,9.04,8.85,0.0,11.79,9.93,19.3,2.42,9.39,13.74,0.0
Mar,5.86,0.34,0.74,15.42,4.59,5.34,25.91,5.29,16.98,2.0
Apr,1.43,2.37,8.72,5.44,14.13,0.0,20.22,21.9,0.9,9.5
May,10.33,6.34,9.52,0.0,15.9,0.0,13.59,14.82,16.14,11.9
Jun,17.63,22.63,14.47,100.08,64.67,32.63,98.46,62.05,40.85,37.4
Jul,126.55,139.98,70.26,112.93,148.24,113.89,177.42,153.06,133.08,329.1
Aug,157.7,189.32,91.72,223.26,127.75,106.69,157.34,135.28,117.01,145.0
Sep,186.57,165.37,54.83,37.79,98.98,78.12,54.28,125.4,90.12,206.3
Oct,28.0,22.28,8.15,18.57,13.9,15.29,8.81,18.27,2.78,7.1
Nov,0.54,6.18,0.0,0.26,9.22,20.35,2.14,9.79,15.14,0.0
Dec,4.08,7.77,16.07,0.0,5.49,0.0,3.16,6.77,9.92,0.0
