Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,2.5,8.38,0.29,1.99,8.44,0.0,10.24,12.12,3.18,10.6,11.74,13.7,0.0
Feb,4.99,9.66,0.0,0.24,4.87,13.38,8.83,11.14,0.0,9.09,11.1,12.38,34.5
Mar,0.81,14.28,6.08,7.06,18.75,23.3,17.36,24.38,14.77,14.42,22.92,8.1,1.7
Apr,12.68,18.81,0.0,3.1,17.6,12.32,11.38,5.5,0.0,16.68,11.6,2.39,2.1
May,8.6,16.86,12.64,8.83,15.24,8.27,16.02,13.05,5.9,5.32,12.92,7.07,21.3
Jun,136.5,162.56,106.18,143.04,163.34,113.93,118.08,203.74,108.3,116.47,157.58,120.63,175.2
Jul,287.02,326.71,0.0,312.3,333.95,0.0,510.91,433.3,0.0,511.33,477.71,0.0,469.6
Aug,279.75,284.91,164.48,289.33,289.67,163.31,294.09,306.89,0.0,291.35,294.75,0.0,320.3
Sep,172.56,198.73,118.98,163.3,201.85,126.39,262.71,283.87,159.79,264.68,275.5,185.64,117.1
Oct,65.52,60.36,28.92,65.92,57.31,40.86,129.0,79.58,46.02,126.78,81.23,64.81,0.0
Nov,4.93,12.06,0.22,5.33,11.81,0.0,1.38,3.2,13.28,1.24,0.71,11.42,0.0
Dec,0.1,4.87,0.0,0.1,4.96,14.85,0.0,0.0,9.12,0.13,0.0,17.68,12.0
