Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.41,16.31,23.99,0.1,0.0,23.1,0.0,0.0,30.25,
Feb,0.69,5.56,4.63,10000.0,15.12,8.55,10000.0,0.0,0.64,
Mar,69.73,32.07,0.35,25.2,102.81,45.08,91.76,296.35,44.03,
Apr,85.82,14.86,57.09,91.85,94.18,70.57,99.8,91.31,69.51,
May,354.6,143.31,63.47,383.41,204.75,171.6,134.77,236.9,184.64,
Jun,207.96,76.51,92.67,205.28,187.72,149.45,209.43,411.01,160.46,
Jul,181.05,150.26,131.72,118.93,136.76,185.15,125.29,0.0,192.41,
Aug,200.25,161.55,116.13,460.97,495.48,246.45,142.61,49.69,253.68,
Sep,33.43,183.8,66.09,10000.0,0.0,207.05,10000.0,0.0,211.69,
Oct,52.73,72.19,33.08,10000.0,151.83,85.25,10000.0,132.66,90.03,
Nov,269.1,4.76,0.0,10000.0,101.56,34.02,10000.0,273.22,32.05,
Dec,57.55,14.44,0.0,63.41,63.46,18.63,0.01,18.43,16.53,
