Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.1,0.07,0.0,10000.0,0.0,0.0,10000.0,0.0,2.7,10000.0,0.0,0.0,
Feb,0.03,1.22,3.29,10000.0,0.0,0.0,10000.0,0.0,4.04,10000.0,0.0,10.72,
Mar,0.1,0.07,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,
Apr,0.1,0.0,6.2,10000.0,0.0,16.91,10000.0,5.16,1.49,10000.0,4.95,7.4,
May,4.74,6.93,0.0,10000.0,16.84,20.62,10000.0,9.22,0.0,10000.0,10.25,13.38,
Jun,312.12,343.39,0.0,85.66,110.37,220.42,90.54,60.32,152.72,85.56,135.04,123.07,
Jul,699.2,677.31,0.0,726.32,802.25,0.0,727.84,818.8,0.0,723.74,0.0,0.0,
Aug,309.24,384.02,0.0,565.51,306.86,0.0,559.49,566.3,0.0,569.58,235.51,0.0,
Sep,223.49,237.34,224.79,416.81,54.26,0.0,401.52,375.93,0.0,425.57,70.83,0.0,
Oct,32.69,38.52,10.51,39.07,81.92,30.26,37.61,64.52,31.39,40.11,92.96,35.5,
Nov,0.83,9.04,0.74,10.25,22.69,14.1,0.0,0.0,1.8,0.0,0.0,5.78,
Dec,0.1,1.52,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,
