Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.14,2.84,0.0,2.44,2.3,16.18,19.5,3.26,5.34,0.0
Feb,2.85,6.32,0.0,0.1,0.0,14.73,0.48,0.0,14.9,5.1
Mar,7.93,14.36,6.79,0.0,2.76,19.71,7.18,11.28,0.0,0.7
Apr,23.68,28.83,20.84,18.01,24.91,15.91,11.74,30.68,23.17,48.5
May,37.42,41.36,0.0,16.4,38.87,0.0,27.09,37.59,28.69,22.1
Jun,131.13,159.15,29.09,186.5,152.9,109.6,150.14,170.29,109.08,135.2
Jul,147.44,227.22,29.39,141.37,198.03,159.97,152.83,183.89,168.25,97.6
Aug,65.26,195.9,40.74,126.53,154.85,138.66,128.08,34.22,143.59,127.0
Sep,126.52,292.14,70.26,116.96,118.05,156.52,126.78,192.69,165.05,70.8
Oct,33.6,96.55,34.78,38.0,75.5,80.65,77.15,74.47,80.6,12.6
Nov,5.37,23.39,21.68,5.25,14.8,23.1,13.74,15.07,15.52,4.3
Dec,0.16,1.58,9.04,10.3,4.7,3.63,5.56,6.16,7.23,4.3
