Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,29.86,2.93,4.94,0.0,4.97,1.46,0.3,4.78,0.81,0.0
Feb,0.0,3.31,0.0,0.1,0.0,0.0,0.11,0.0,0.95,15.1
Mar,0.0,1.85,17.12,0.0,1.4,15.22,0.0,3.1,11.7,10.3
Apr,33.3,18.31,24.3,14.5,36.75,16.72,19.29,50.9,23.17,22.9
May,45.04,83.63,56.06,118.9,105.93,62.73,84.85,83.62,69.65,213.6
Jun,21.91,41.23,69.37,9.74,33.27,14.34,36.5,37.39,20.99,14.9
Jul,36.24,45.57,79.87,22.52,18.73,22.6,11.45,0.0,30.57,40.4
Aug,91.42,72.15,58.91,77.86,68.14,69.87,81.85,75.99,63.25,24.6
Sep,21.47,90.6,45.85,24.97,86.72,69.47,76.69,78.44,72.18,203.0
Oct,130.24,113.71,49.95,64.16,65.62,110.8,103.97,111.68,116.22,131.3
Nov,30.61,95.78,53.47,20.46,32.42,107.16,31.09,49.09,109.77,88.8
Dec,42.97,53.08,25.56,28.55,31.66,26.75,25.92,22.29,21.97,7.8
