Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.09,1.8,9.95,12.01,12.38,6.53,0.0,10.69,5.8,0.0
Feb,0.14,1.98,0.0,26.73,0.0,7.59,0.0,0.0,12.37,0.1
Mar,1.72,6.3,7.42,16.15,28.7,1.77,21.54,0.0,23.79,3.0
Apr,16.99,19.87,17.11,20.96,41.98,4.29,0.0,17.51,24.33,13.2
May,27.74,41.18,11.05,19.17,78.98,25.4,40.29,105.72,55.41,35.7
Jun,49.68,58.82,19.75,88.5,106.42,81.33,80.95,123.76,79.09,73.8
Jul,58.23,64.32,7.77,120.26,94.08,84.63,101.18,37.66,97.51,49.1
Aug,88.54,78.66,28.87,89.44,108.35,102.81,98.18,95.33,112.89,62.1
Sep,97.73,101.49,41.99,170.42,206.52,130.34,188.18,205.03,142.51,97.2
Oct,31.13,59.62,36.92,246.33,75.53,98.39,75.63,99.17,98.23,34.3
Nov,13.97,40.22,0.0,40.73,29.24,28.68,4.78,32.94,38.27,5.9
Dec,6.35,10.98,11.12,5.64,15.75,0.0,2.68,15.98,7.28,0.9
