Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,9.01,10.36,8.61,19.99,7.92,7.85,0.0,7.87,0.0,5.6
Feb,5.06,7.17,0.0,0.0,1.53,9.96,0.01,2.44,4.41,6.2
Mar,0.0,0.32,0.0,8.7,5.52,2.89,3.79,5.0,4.74,0.0
Apr,1.72,3.04,16.12,32.19,21.19,0.0,16.12,21.35,22.76,6.7
May,0.02,4.78,16.11,10.53,6.15,6.99,7.97,5.87,2.88,18.8
Jun,9.13,13.0,4.4,26.9,54.68,0.0,17.24,42.07,20.37,74.6
Jul,87.05,97.09,45.11,134.94,119.24,86.7,72.96,118.83,88.81,100.9
Aug,112.78,47.48,37.35,100.32,94.66,84.81,97.96,119.09,107.39,31.4
Sep,76.32,89.68,9.78,172.2,115.1,94.23,190.57,102.45,83.5,99.4
Oct,2.3,7.22,5.25,0.0,11.81,0.0,1.3,19.07,11.9,0.0
Nov,1.19,3.7,0.0,0.0,2.22,10.08,7.79,4.1,0.0,3.7
Dec,2.01,4.99,0.0,1.2,2.11,0.0,0.93,5.58,3.5,1.0
