Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,11.59,14.19,15.1,10.03,1.76,10.0,6.55,4.74,0.0,0.0
Feb,0.48,8.3,0.0,0.6,5.68,0.0,0.0,1.6,8.24,0.6
Mar,2.58,2.01,0.0,2.27,0.0,17.28,23.69,0.0,13.94,0.0
Apr,11.15,11.01,14.15,7.87,15.14,6.78,23.15,18.44,11.71,0.8
May,48.07,49.96,0.0,0.0,72.85,3.72,0.0,89.27,34.94,32.0
Jun,160.98,161.09,67.08,72.75,71.84,63.09,74.44,68.47,64.77,29.3
Jul,308.66,311.09,122.54,204.5,246.53,181.75,235.4,254.02,185.06,182.2
Aug,272.41,292.24,98.1,186.5,212.47,172.77,208.52,216.06,177.97,181.3
Sep,282.85,225.12,63.83,155.08,135.88,146.01,146.8,186.01,151.06,59.2
Oct,72.38,69.18,20.77,9.35,0.0,42.54,15.37,0.0,47.93,0.0
Nov,0.14,5.74,1.85,0.0,0.03,0.0,0.04,0.0,0.35,1.0
Dec,0.0,2.87,16.89,0.0,0.42,9.17,0.0,0.0,0.0,0.0
