Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,16.77,15.16,8.97,0.0,5.47,0.0,8.52,10.88,5.14,0.0
Feb,7.14,9.03,8.6,0.0,3.33,0.0,0.0,3.41,0.0,0.3
Mar,1.3,0.0,7.36,2.07,0.75,0.0,2.18,0.0,0.0,1.9
Apr,4.95,3.13,0.0,8.86,11.62,0.0,11.81,11.65,20.65,8.1
May,4.21,1.14,18.94,31.7,45.9,0.0,30.06,37.04,17.4,9.1
Jun,45.23,29.12,81.02,57.79,54.47,10.59,51.28,54.36,50.29,9.5
Jul,86.73,127.73,134.16,131.4,109.94,88.47,108.15,120.26,105.17,99.5
Aug,337.81,315.87,101.15,105.15,89.76,101.46,98.37,2.31,109.2,82.6
Sep,209.97,216.79,57.24,167.04,130.14,99.77,144.67,174.0,97.28,17.0
Oct,23.86,33.95,29.6,0.0,14.5,24.6,0.0,23.87,26.55,0.0
Nov,0.31,4.59,0.0,4.06,25.79,12.79,9.9,25.87,13.82,0.0
Dec,0.0,4.13,13.23,0.24,0.31,16.29,0.4,2.12,12.41,0.0
