Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.0,2.77,0.0,14.01,6.23,6.1,8.68,4.91,3.61,0.0
Feb,0.28,0.88,0.0,0.1,0.26,15.8,0.34,0.0,9.66,0.0
Mar,0.03,1.24,11.79,0.8,0.0,0.0,0.31,0.0,2.72,0.0
Apr,0.06,1.03,16.32,25.19,8.7,0.0,0.0,6.78,5.95,0.0
May,0.0,0.0,4.8,14.18,0.0,0.0,2.5,0.0,4.17,0.0
Jun,42.3,0.0,43.25,36.79,50.61,41.28,0.0,27.94,43.56,45.5
Jul,106.8,145.1,60.59,184.29,235.22,160.37,194.86,302.54,183.19,151.7
Aug,55.84,120.85,66.28,220.73,181.85,177.43,150.08,195.34,177.27,61.9
Sep,44.88,69.73,9.18,93.52,89.27,50.27,89.37,56.84,68.18,57.8
Oct,0.77,7.25,19.49,0.2,0.0,0.0,0.0,0.0,20.81,0.0
Nov,0.0,8.49,11.88,0.0,1.81,6.67,0.0,5.29,9.0,0.0
Dec,0.13,1.24,0.0,0.74,0.42,9.59,0.0,0.72,0.0,0.0
