Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,6.44,14.71,1.21,6.11,14.59,4.66,0.0,11.54,11.82,0.0,6.02,15.02,0.0
Feb,7.66,12.53,0.0,4.99,12.6,0.0,0.0,2.43,12.08,0.0,4.5,14.42,0.0
Mar,6.33,8.61,0.0,5.04,7.58,0.0,3.0,4.51,11.42,2.96,6.18,0.0,0.0
Apr,3.28,5.76,0.87,3.39,6.84,7.06,12.99,15.02,0.0,18.44,15.49,7.29,4.0
May,11.63,12.51,7.56,9.93,13.56,6.31,37.46,34.01,10.9,23.16,28.66,8.59,2.5
Jun,70.94,101.35,9.55,80.21,102.5,45.03,126.44,86.24,19.78,126.49,56.84,33.45,15.5
Jul,296.76,274.7,161.3,300.64,274.72,167.88,195.48,185.67,204.5,206.7,321.59,202.41,111.3
Aug,159.14,252.25,101.33,171.94,234.19,126.8,127.66,117.76,122.96,118.91,110.22,124.74,190.5
Sep,136.38,149.18,23.99,84.86,146.44,30.88,153.87,141.93,70.82,156.08,140.5,79.32,45.0
Oct,36.03,37.52,0.0,36.58,38.02,14.48,0.1,39.03,30.75,0.0,0.0,38.85,0.0
Nov,0.15,11.34,0.0,0.17,11.49,0.0,0.1,23.87,19.08,0.0,24.74,18.09,0.0
Dec,0.14,2.87,0.41,0.1,2.89,4.51,0.0,4.49,15.24,0.0,1.6,0.0,0.0
