Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.09,3.0,0.0,0.0,1.58,0.0,5.51,1.69,13.75,0.0
Feb,1.81,7.33,18.49,0.1,3.24,0.0,0.0,1.82,0.0,16.5
Mar,12.3,19.77,0.0,1.05,6.26,0.72,8.3,10.94,0.0,0.2
Apr,18.64,24.56,12.94,1.1,11.82,12.36,0.0,12.2,12.6,26.9
May,30.2,31.48,24.62,0.0,4.52,7.01,0.0,4.62,14.76,2.4
Jun,153.68,161.64,44.82,188.34,125.13,77.75,116.02,127.74,87.11,252.6
Jul,260.56,232.81,58.49,244.49,194.45,154.48,214.53,199.61,166.63,92.8
Aug,0.0,241.4,30.7,163.78,194.74,176.19,163.34,129.84,188.18,160.5
Sep,117.31,264.95,77.67,0.0,62.97,148.65,136.11,122.25,154.51,25.0
Oct,68.87,86.7,37.97,37.3,60.07,55.73,37.24,49.8,69.26,18.7
Nov,5.12,22.77,9.58,3.74,30.46,21.64,2.23,40.96,18.59,19.4
Dec,0.31,2.95,0.0,1.1,8.59,0.0,2.83,16.79,0.0,0.0
