Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,1.47,1.71,0.0,0.0,2.72,3.91,0.07,3.1,0.0,0.5,1.74,3.83,0.0
Feb,0.11,1.47,0.63,0.11,2.25,12.01,0.1,2.8,2.19,0.28,2.38,7.51,0.0
Mar,0.1,3.43,0.0,0.12,3.91,0.0,0.11,2.04,0.0,1.41,1.86,3.36,0.0
Apr,0.12,2.53,0.78,0.59,4.32,0.0,0.1,24.96,5.09,2.71,37.44,0.0,0.0
May,1.0,5.25,3.8,4.36,6.79,14.04,48.74,0.0,2.04,0.42,0.0,0.0,1.1
Jun,21.26,45.28,23.81,21.02,47.03,54.04,20.47,5.93,16.59,26.52,0.0,40.12,33.7
Jul,156.53,58.97,519.44,233.84,119.1,419.85,93.59,0.0,200.05,93.72,0.0,158.58,94.4
Aug,124.8,135.72,24.74,124.27,161.07,46.74,164.45,223.37,85.56,170.4,205.54,83.7,23.8
Sep,53.95,81.28,5.74,52.94,84.81,31.8,23.1,54.94,15.77,23.01,54.99,47.85,4.1
Oct,0.74,7.79,0.49,0.91,8.01,16.91,43.17,32.38,1.78,45.6,55.18,18.7,0.0
Nov,0.11,4.94,0.42,0.12,11.74,0.0,0.0,0.0,15.06,0.0,0.0,13.68,0.0
Dec,0.12,1.6,0.0,0.1,3.24,0.0,0.16,0.0,0.0,0.2,0.0,2.31,0.0
