Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,14.42,17.87,6.51,0.0,4.32,0.0,0.0,5.11,14.49,0.5
Feb,2.17,9.45,1.34,2.3,11.58,0.0,2.25,16.65,0.0,0.0
Mar,2.45,0.0,0.0,0.0,11.23,8.0,0.0,15.07,0.0,0.0
Apr,1.27,1.95,12.8,0.2,5.74,0.0,5.85,4.19,10.67,2.8
May,1.07,3.11,4.51,15.6,17.73,3.85,14.91,19.38,0.55,14.0
Jun,35.16,47.41,57.61,34.79,68.39,19.57,29.5,71.48,69.85,37.7
Jul,173.65,201.68,116.18,252.64,199.49,130.94,235.11,202.96,143.84,208.2
Aug,318.3,315.54,111.51,188.66,136.41,115.46,130.17,137.1,117.61,227.4
Sep,216.92,208.27,77.66,84.44,81.73,49.71,71.0,105.26,61.73,59.6
Oct,18.05,33.97,16.55,0.0,6.83,27.29,0.0,10.89,17.29,0.0
Nov,0.91,6.72,10.79,2.69,9.94,0.0,2.13,10.0,2.04,0.0
Dec,0.3,7.48,0.0,7.7,3.32,20.23,10.28,11.03,6.48,0.0
