Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.1,1.45,0.0,0.1,1.38,2.17,6.71,41.89,15.68,6.65,46.6,4.81,0.7
Feb,0.32,0.94,0.0,0.1,1.01,0.0,3.34,0.0,8.79,0.0,0.0,9.12,0.0
Mar,0.68,6.46,1.73,0.4,6.59,2.41,0.0,0.0,3.5,0.0,0.0,0.0,16.7
Apr,33.54,35.91,16.34,28.7,39.52,26.59,0.0,0.0,21.44,0.0,0.0,19.29,65.8
May,80.23,76.09,88.01,89.19,74.0,88.5,68.17,77.41,109.86,89.58,24.75,97.72,51.2
Jun,82.71,88.02,70.45,82.26,98.42,73.63,80.69,169.52,66.76,88.13,180.58,74.19,69.9
Jul,113.6,117.16,86.76,100.69,98.0,83.15,104.68,62.75,97.82,136.15,70.86,92.56,28.3
Aug,83.36,108.54,140.5,75.45,149.48,142.47,66.85,74.56,135.12,64.37,6.78,135.53,89.3
Sep,123.79,114.48,74.65,128.3,121.12,80.75,119.87,109.8,73.68,118.96,92.65,59.11,179.8
Oct,88.55,121.76,83.46,116.19,133.89,85.4,123.37,84.71,77.12,119.21,58.67,73.23,91.0
Nov,38.25,45.73,6.43,38.4,41.84,30.53,33.73,35.0,34.11,37.32,53.56,44.81,4.9
Dec,5.33,8.26,0.0,3.97,7.77,17.91,8.54,140.39,13.13,3.68,45.49,14.14,0.3
