Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,50.0,36.33,8.51,38.95,18.8,13.19,39.72,38.68,22.23,1.8
Feb,61.78,54.81,0.0,9.08,55.88,42.25,54.49,62.33,64.15,36.8
Mar,47.6,33.23,17.11,28.8,43.1,30.65,40.2,53.71,34.07,74.6
Apr,83.44,43.57,24.51,43.37,66.73,27.28,84.12,64.76,52.11,40.1
May,13.62,28.38,31.35,45.48,57.3,14.46,30.14,32.04,20.08,36.0
Jun,47.32,30.97,39.46,33.32,93.56,36.79,29.05,108.8,58.31,24.9
Jul,29.97,72.47,30.05,94.15,48.2,39.16,32.19,51.0,49.02,51.9
Aug,58.26,69.93,50.89,5.44,65.62,51.12,48.16,63.45,55.93,24.5
Sep,147.93,70.54,5.22,61.42,86.02,79.7,74.76,161.62,84.29,78.8
Oct,22.51,12.18,12.52,4.4,14.17,0.29,0.0,61.27,20.72,0.0
Nov,16.07,4.42,4.64,6.86,10.93,21.22,9.3,13.68,11.05,35.7
Dec,3.75,12.84,0.0,22.2,29.43,10.09,45.75,45.31,14.86,13.3
