Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.21,1.5,0.63,0.76,5.7,0.0,0.15,0.63,6.11,0.17,0.0,1.32,0.0
Feb,0.13,1.38,0.0,0.0,1.66,0.0,0.26,0.0,0.4,0.16,0.0,0.0,0.0
Mar,0.1,1.47,0.0,0.21,0.86,8.0,0.0,0.41,2.93,0.07,0.0,9.53,0.0
Apr,0.1,0.59,0.36,1.56,3.65,3.35,2.73,4.13,10.17,3.41,3.73,0.0,0.4
May,0.18,2.39,0.24,1.15,1.9,0.0,0.71,2.17,0.0,2.0,2.77,0.0,0.0
Jun,56.58,43.11,10.06,45.42,47.76,22.54,44.23,53.78,34.11,43.91,35.6,37.83,1.2
Jul,124.97,130.94,196.68,114.88,191.01,193.58,199.41,177.13,181.14,161.37,163.56,180.78,48.3
Aug,56.98,95.93,69.67,54.13,94.59,77.43,104.42,170.36,98.72,104.05,137.68,92.31,75.1
Sep,27.55,52.38,18.47,45.49,135.01,28.7,59.27,102.83,61.06,67.31,186.61,72.1,6.3
Oct,1.56,7.0,0.25,14.09,6.51,0.0,12.47,21.58,3.32,14.75,10.94,6.42,0.0
Nov,0.26,3.82,0.24,0.11,6.64,0.0,0.0,0.0,5.89,2.62,15.97,9.01,0.0
Dec,0.1,1.31,0.51,2.05,2.27,3.04,0.0,3.86,5.17,2.56,3.03,2.45,0.0
