Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,170.5,90.81,122.72,130.03,98.66,139.9,106.96,62.63,205.96,95.09,65.09,177.85,9.0
Feb,131.44,88.92,99.89,149.16,135.82,90.57,234.71,146.15,113.19,231.99,73.6,108.55,61.8
Mar,48.35,91.69,93.46,52.9,123.21,91.73,179.3,221.79,116.98,144.79,239.02,113.13,126.9
Apr,112.23,123.63,168.31,111.94,147.66,191.86,105.32,108.35,217.65,106.42,54.53,221.64,180.4
May,31.84,46.73,16.1,27.79,73.56,8.92,97.91,140.9,31.45,92.1,113.96,55.1,67.8
Jun,31.51,34.14,13.84,37.14,48.38,24.8,26.18,51.53,55.18,29.82,49.76,57.43,63.2
Jul,53.43,62.82,24.25,42.38,75.11,22.87,46.59,46.16,66.07,45.42,52.43,59.61,93.2
Aug,59.68,68.04,38.94,66.39,69.98,37.59,55.09,83.04,56.54,57.47,87.45,63.12,50.8
Sep,31.87,38.83,4.33,21.84,51.64,10.79,2.9,49.94,23.5,1.53,49.91,15.55,24.5
Oct,11.6,21.79,0.0,9.58,57.4,0.0,5.67,31.1,25.95,5.91,46.51,27.79,66.7
Nov,4.47,16.03,17.78,3.66,28.46,9.73,69.66,39.64,17.98,66.71,39.25,22.57,99.5
Dec,15.86,25.61,0.0,22.7,35.23,15.94,70.93,23.01,13.0,72.23,22.58,16.95,14.5
