Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,41.43,19.61,2.14,22.09,0.0,25.07,9.96,20.73,22.03,14.0
Feb,23.13,24.69,6.7,32.64,43.54,30.36,41.72,48.32,32.64,40.7
Mar,35.75,6.33,0.0,40.14,0.0,11.24,22.79,0.0,31.6,33.3
Apr,13.55,13.97,1.75,61.84,29.73,0.0,38.54,28.37,12.85,48.8
May,17.8,22.55,10.38,23.99,28.09,0.06,42.25,30.48,18.35,39.5
Jun,74.49,89.4,20.54,189.97,161.96,47.83,170.67,230.12,96.78,214.2
Jul,158.91,247.75,110.03,624.89,456.81,339.38,578.13,547.22,396.05,554.9
Aug,229.79,280.91,74.58,788.35,570.3,474.77,637.63,602.66,513.44,924.8
Sep,186.89,191.88,64.53,209.23,154.99,114.49,199.36,152.32,126.69,428.8
Oct,20.73,27.33,0.0,13.6,17.01,3.85,10.45,14.2,8.75,7.9
Nov,1.76,5.59,0.0,8.5,11.99,0.0,8.84,7.38,0.0,25.6
Dec,9.38,15.31,0.0,75.59,42.16,24.64,88.92,47.39,1.1,6.8
