Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,9.19,11.1,0.0,11.37,10.71,0.0,0.11,4811.44,0.0,0.21,117918.02,0.36,0.0
Feb,27.07,31.53,4.93,21.05,19.23,8.85,11.43,11.74,11.36,11.48,11.81,6.89,1.0
Mar,75.88,81.45,67.38,81.12,81.29,69.96,21.18,201.85,4.28,22.2,0.0,59.69,52.0
Apr,150.85,169.64,72.74,151.63,169.48,81.12,110.37,154.26,103.63,117.39,186.49,98.48,62.0
May,179.72,288.74,0.0,178.53,245.5,0.0,253.64,202.59,131.24,254.0,191.06,115.35,161.0
Jun,170.61,403.55,0.0,233.68,292.54,0.0,109.63,87.31,122.93,78.16,149.36,141.41,
Jul,444.07,435.52,0.0,400.48,436.05,0.0,260.55,187.26,246.48,255.28,221.82,243.85,
Aug,415.51,345.29,0.0,324.45,358.95,0.0,182.97,0.0,158.44,230.41,0.0,160.36,
Sep,201.66,230.06,75.69,193.32,158.15,88.22,142.1,70.26,57.87,130.07,21.24,83.63,
Oct,131.64,165.57,53.47,130.51,112.09,62.0,72.07,69.35,73.9,70.02,33.96,69.33,32.0
Nov,30.92,46.29,30.71,27.27,34.9,34.26,0.0,27.37,33.83,0.0,0.0,39.22,0.0
Dec,4.03,8.15,0.0,6.71,11.78,0.0,0.01,0.76,0.0,0.0,0.0,0.0,0.0
